ID,SalePrice,Garage,Overall Qual,Gr Liv Area,Total Bsmt SF,Lot Area,Year Built,Full Bath,Bedroom AbvGr,Neighborhood,House Style
787,139600,yes,3,1733,0,13680,1955,2,4,Edwards,1Story
788,122000,yes,4,1383,0,15635,1954,1,2,Edwards,1Story
789,127500,yes,6,1689,1436,9855,1956,1,3,Edwards,1Story
790,121500,yes,5,1073,1073,9571,1956,1,2,Edwards,1Story
791,60000,yes,5,1276,1276,9571,1958,1,3,Edwards,1Story
792,154400,yes,6,1639,747,9350,1946,1,3,Edwards,2Story
793,113000,yes,4,672,672,9340,1941,1,2,Edwards,1Story
794,125000,yes,5,1089,1089,7440,1954,1,3,Edwards,1Story
795,84000,yes,4,845,0,11500,1957,1,3,Edwards,1Story
796,139500,yes,5,1049,1049,4235,1984,2,2,Edwards,1Story
797,131000,yes,5,1716,768,11409,1949,1,3,Edwards,1.5Fin
798,105000,yes,6,1258,560,9060,1939,1,2,Edwards,1.5Fin
799,108000,yes,4,1510,755,9084,1940,1,4,Edwards,2Story
800,162000,yes,7,1061,1054,10778,1990,1,1,SawyerW,SLvl
801,156500,yes,6,1338,520,19255,1983,1,2,SawyerW,SLvl
802,316600,yes,8,2132,1496,12327,1983,1,1,SawyerW,1.5Fin
803,271900,yes,7,2196,2158,14684,1990,2,3,SawyerW,1Story
804,213000,yes,7,1775,740,9317,1993,2,3,SawyerW,2Story
805,239900,yes,7,1879,1079,10560,1993,2,3,SawyerW,2Story
806,239500,yes,8,2020,1128,9828,1995,2,3,SawyerW,2Story
807,131000,yes,5,2016,0,26400,1880,1,4,SawyerW,2Story
808,118964,yes,5,1535,0,7018,1979,2,4,SawyerW,1Story
809,153337,yes,5,1224,1086,7018,1979,0,2,SawyerW,SFoyer
810,147983,yes,5,2228,0,7018,1979,2,6,SawyerW,2Story
811,118858,yes,5,1535,0,7018,1979,2,4,SawyerW,1Story
812,118858,yes,5,1535,0,7018,1979,2,4,SawyerW,1Story
813,142953,yes,5,2240,0,7018,1979,2,6,SawyerW,2Story
814,148325,yes,5,1229,1094,7040,1979,0,2,SawyerW,SFoyer
815,113722,yes,5,1513,0,7007,1979,2,4,SawyerW,1Story
816,269500,yes,7,2787,1168,11855,2000,4,6,SawyerW,2Story
817,269500,yes,7,2787,1168,7939,2000,4,6,SawyerW,2Story
818,269500,yes,7,2787,1168,7976,2000,4,6,SawyerW,2Story
819,323262,yes,9,1680,1555,10933,2009,1,1,CollgCr,1Story
820,297000,yes,8,1718,1705,10637,2007,2,3,CollgCr,1Story
821,295493,yes,8,1630,1622,10226,2008,2,3,CollgCr,1Story
822,332000,yes,9,1720,1720,10816,2008,2,3,CollgCr,1Story
823,239900,yes,8,1468,1468,9178,2008,2,3,CollgCr,1Story
824,212000,yes,8,1768,866,10769,2007,2,3,CollgCr,2Story
825,272500,yes,8,1838,1838,11422,2007,2,3,CollgCr,1Story
826,239000,yes,9,1800,1800,11923,2007,2,2,CollgCr,1Story
827,220000,yes,7,1604,1604,8814,2006,2,3,CollgCr,1Story
828,200000,yes,7,1290,1282,6762,2007,2,2,CollgCr,1Story
829,221800,yes,8,1254,1254,10324,2008,2,2,CollgCr,1Story
830,194500,yes,7,1232,1232,7314,2007,2,2,CollgCr,1Story
831,237000,yes,8,1498,1498,11645,2005,2,3,CollgCr,1Story
832,173000,yes,6,1422,704,11646,2005,2,3,CollgCr,2Story
833,275000,yes,7,1644,1518,12800,1989,2,2,SawyerW,SLvl
834,233500,yes,7,1759,1449,16698,1992,2,3,ClearCr,2Story
835,185000,yes,5,2126,1013,28698,1967,2,3,ClearCr,2Story
836,152000,yes,5,1040,1040,12464,1996,1,3,CollgCr,1Story
837,143000,yes,5,990,990,9757,1994,1,3,CollgCr,1Story
838,231500,yes,6,1764,928,15426,1997,2,3,CollgCr,2Story
839,212000,yes,7,1661,799,10667,1996,2,3,CollgCr,2Story
840,207000,yes,7,1463,1463,14753,1998,2,3,CollgCr,1Story
841,145000,yes,5,1097,1097,10859,1994,1,3,CollgCr,1Story
842,138000,yes,5,990,990,8072,1994,1,3,CollgCr,1Story
843,197900,yes,7,1779,866,10400,1998,2,3,CollgCr,2Story
844,204000,yes,7,1501,1490,10335,1999,2,3,CollgCr,1Story
845,192000,yes,7,1431,1431,9017,1999,2,3,CollgCr,1Story
846,200000,yes,6,1772,928,8750,1998,2,3,CollgCr,2Story
847,195000,yes,7,1660,831,8935,2002,2,3,CollgCr,2Story
848,227000,yes,7,1573,1573,9808,2002,2,3,CollgCr,1Story
849,230000,yes,7,1840,944,12420,2001,2,3,CollgCr,2Story
850,187100,yes,7,1430,1413,16285,2001,2,3,CollgCr,1Story
851,203000,yes,7,1444,1431,10739,2002,2,3,CollgCr,1Story
852,201000,yes,7,1492,1492,11166,2001,2,3,CollgCr,1Story
853,124000,no,5,1040,1040,8430,1978,2,3,CollgCr,1Story
854,140000,yes,5,907,907,16269,1978,1,3,CollgCr,1Story
855,134900,yes,5,914,914,6950,1979,1,2,CollgCr,1Story
856,150500,yes,5,1040,1040,8800,1977,2,3,CollgCr,1Story
857,136500,yes,5,864,864,7000,1978,1,3,CollgCr,1Story
858,143500,yes,5,1268,1268,9286,1977,1,3,CollgCr,1Story
859,133500,yes,5,864,864,15523,1972,1,3,CollgCr,1Story
860,123000,yes,5,894,894,7200,1972,1,2,CollgCr,1Story
861,133900,yes,5,768,768,7200,1972,1,2,CollgCr,SFoyer
862,133000,yes,5,768,768,8445,1972,1,2,CollgCr,SFoyer
863,250000,yes,7,1611,1569,11664,2002,2,3,CollgCr,1Story
864,254750,yes,8,2184,1068,12334,2003,2,4,CollgCr,2Story
865,236500,yes,8,1788,1753,11838,2001,2,3,CollgCr,1Story
866,261500,yes,8,1872,1299,11885,2001,2,3,CollgCr,2Story
867,313000,yes,9,2153,1440,11050,2000,2,3,CollgCr,2Story
868,198500,yes,7,1725,840,8749,2002,2,3,CollgCr,2Story
869,211000,yes,7,1870,944,11250,2001,2,3,CollgCr,2Story
870,220000,yes,8,1513,1462,15750,1999,2,2,CollgCr,1Story
871,203000,yes,7,1504,1504,11883,1996,2,3,CollgCr,1Story
872,279500,yes,8,1828,1822,12782,2002,2,3,CollgCr,1Story
873,210000,yes,7,1417,1417,8750,1997,2,3,CollgCr,1Story
874,219500,yes,7,2034,1057,9375,1997,2,3,CollgCr,2Story
875,191000,yes,7,1716,880,8750,1996,2,2,CollgCr,2Story
876,178000,yes,7,1212,1212,9100,2001,2,3,CollgCr,1Story
877,213000,yes,7,1630,1630,9750,2000,2,3,CollgCr,1Story
878,144000,yes,6,848,848,4435,2003,1,1,CollgCr,1Story
879,140000,yes,6,848,848,4435,2003,1,1,CollgCr,1Story
880,293200,yes,8,1602,1578,10200,2007,2,3,CollgCr,1Story
881,190000,yes,7,1728,864,9313,2004,2,3,CollgCr,2Story
882,190000,yes,7,1500,1500,8487,2004,2,3,CollgCr,1Story
883,173500,yes,6,1476,738,8633,2005,2,3,CollgCr,2Story
884,170000,yes,6,1396,608,11069,2007,2,3,CollgCr,2Story
885,108000,yes,4,1126,0,8777,1949,2,2,Edwards,1Story
886,167000,yes,5,1486,1486,9937,1964,1,3,Edwards,1Story
887,100000,yes,4,816,816,8877,1938,1,2,Edwards,1Story
888,198500,yes,7,1922,0,7301,2003,3,4,Edwards,SFoyer
889,159500,yes,6,1426,690,7950,1977,1,3,Edwards,2Story
890,127000,yes,4,1149,1014,10682,1960,1,3,Edwards,1Story
891,125000,yes,6,1125,1041,7200,1976,1,3,Edwards,SLvl
892,320000,yes,9,1698,1698,13286,2007,2,3,Edwards,1Story
893,145500,yes,6,1072,547,3675,2005,1,2,Edwards,SFoyer
894,118000,no,5,698,698,9405,1947,1,2,Edwards,1Story
895,85000,yes,4,876,876,6410,1959,1,3,Edwards,1Story
896,120000,yes,5,1368,1078,11767,1950,1,3,Edwards,1Story
897,98000,yes,4,1529,0,8405,1945,2,4,Edwards,1.5Fin
898,99900,no,5,864,864,4060,1922,1,2,Edwards,1Story
899,82000,yes,3,944,0,10206,1952,1,2,Edwards,1Story
900,119900,no,5,1678,1678,10926,1959,2,6,Edwards,1Story
901,103500,yes,5,1560,1150,11767,1956,1,2,Edwards,1Story
902,112000,yes,4,960,672,8926,1956,1,3,Edwards,1Story
903,110000,yes,6,1196,684,12354,1920,1,3,Edwards,1.5Fin
904,122000,yes,5,1298,720,8212,1941,1,3,Edwards,1.5Fin
905,117000,yes,5,1604,984,10998,1941,2,3,Edwards,1.5Fin
906,160000,yes,5,1268,832,6300,1938,1,3,SWISU,1.5Fin
907,159434,yes,5,1520,793,4500,1932,1,3,SWISU,1.5Fin
908,60000,yes,2,438,290,8400,1920,1,1,SWISU,1Story
909,139500,yes,6,1489,778,9900,1940,2,3,SWISU,1.5Fin
910,197000,yes,7,3082,824,15863,1920,2,5,SWISU,2.5Fin
911,105000,yes,6,1242,583,5707,1935,1,3,SWISU,2Story
912,135000,yes,4,1981,1122,7804,1928,2,4,SWISU,1.5Fin
913,147500,yes,6,1232,816,8574,1916,1,3,Crawfor,1Story
914,137450,yes,6,1608,976,6171,1925,2,3,SWISU,1.5Fin
915,155000,yes,7,1135,560,7200,1936,1,3,SWISU,2Story
916,177000,yes,6,1913,896,7558,1928,1,3,Crawfor,1.5Fin
917,145000,yes,7,1477,861,6292,1928,2,3,SWISU,1.5Fin
918,137000,yes,7,1228,600,7155,1918,1,3,Crawfor,2Story
919,234000,yes,7,2080,1276,10918,1926,1,3,Crawfor,2Story
920,205000,yes,5,1567,840,13680,1940,1,2,Crawfor,1.5Fin
921,177500,yes,6,1494,771,7500,1942,1,3,Crawfor,2Story
922,160000,yes,5,1308,728,9600,1940,1,2,Crawfor,1.5Fin
923,155000,yes,5,1273,1273,14680,1960,1,2,Crawfor,1Story
924,163500,yes,5,964,876,13360,1921,1,2,Crawfor,1Story
925,154900,yes,5,1343,731,7681,1921,1,3,Crawfor,1.5Fin
926,205000,yes,7,2480,920,8145,1940,2,5,Crawfor,2.5Unf
927,144800,yes,5,1112,1112,9100,1954,1,2,Crawfor,1Story
928,174500,yes,7,1564,704,12000,1941,1,3,Crawfor,2Story
929,193000,yes,6,1561,1561,13339,1960,2,3,Crawfor,1Story
930,158000,yes,5,1523,1067,15600,1949,2,3,Crawfor,1.5Fin
931,158500,yes,6,1152,1092,14000,1950,1,3,Crawfor,1Story
932,224000,yes,6,1906,1310,17500,1954,1,3,Crawfor,1Story
933,115000,yes,6,1032,516,1733,1980,1,2,Blueste,2Story
934,137000,yes,6,1229,561,1488,1980,1,2,Blueste,2Story
935,121000,yes,6,1229,561,1612,1980,1,2,Blueste,2Story
936,124000,yes,6,1229,561,1300,1980,1,2,Blueste,2Story
937,208000,yes,6,1982,572,13607,1986,2,3,Crawfor,SLvl
938,315000,yes,7,2365,1803,17597,1971,2,3,Crawfor,1Story
939,222000,yes,6,1680,880,21695,1988,2,3,Crawfor,1Story
940,147000,yes,5,1344,672,10690,1920,1,3,IDOTRR,2Story
941,123000,yes,5,2168,760,8660,1900,2,5,IDOTRR,2Story
942,78000,yes,5,1192,596,6402,1920,1,3,IDOTRR,2Story
943,85000,no,3,1526,1013,8470,1915,1,2,IDOTRR,1.5Fin
944,75000,yes,4,572,572,10200,1925,1,2,IDOTRR,1Story
945,230000,yes,8,1648,1596,3843,2007,2,2,Crawfor,1Story
946,57625,yes,2,810,0,21780,1910,1,1,IDOTRR,1Story
947,251000,yes,8,2052,1107,10125,2000,2,3,Mitchel,2Story
948,239686,yes,7,2149,1434,12822,2003,1,1,Mitchel,1.5Fin
949,240000,yes,7,1710,1710,12118,2004,2,3,Mitchel,1Story
950,215000,yes,6,1961,804,12209,2001,2,3,Mitchel,2Story
951,156450,yes,6,926,902,9750,1977,1,2,Mitchel,SFoyer
952,173000,yes,6,1287,957,9360,1977,1,2,Mitchel,SFoyer
953,126000,yes,5,1734,0,10125,1977,2,4,Mitchel,1.5Fin
954,173000,yes,7,1217,1188,9947,1990,2,3,Mitchel,SLvl
955,152000,yes,5,1595,1582,11070,1991,2,2,Mitchel,1Story
956,137500,yes,6,1344,819,14375,1958,1,3,Timber,SLvl
957,375000,yes,7,2036,2136,215245,1965,2,3,Timber,1Story
958,315500,yes,9,1620,1620,12898,2007,2,2,Timber,1Story
959,224500,yes,7,1692,846,13159,2009,2,3,Timber,2Story
960,410000,yes,9,2036,2190,13438,2008,2,3,Timber,1Story
961,316500,yes,9,1641,1641,14463,2008,2,3,Timber,1Story
962,201000,yes,8,1466,1466,8925,2007,2,3,Timber,1Story
963,175000,yes,6,1412,1392,11457,1988,2,3,Timber,1Story
964,204000,yes,6,2237,712,9839,1980,2,3,Timber,2Story
965,213500,yes,7,1479,1645,14419,1987,2,3,Timber,SLvl
966,220000,yes,8,1296,1267,6853,2001,2,2,Timber,1Story
967,170000,yes,7,2014,912,9157,2003,2,3,Timber,2Story
968,315000,yes,9,1838,1838,14601,2006,2,2,Timber,1Story
969,425000,yes,9,1978,1978,12633,2007,2,2,Timber,1Story
970,139500,yes,5,1008,1008,12518,1968,1,3,Mitchel,1Story
971,115000,yes,5,1771,0,21750,1960,1,3,Mitchel,1Story
972,162000,yes,6,1204,1204,4500,1998,2,2,Mitchel,1Story
973,165000,yes,6,1224,1224,4500,1999,2,2,Mitchel,1Story
974,91000,yes,4,988,462,1596,1973,1,2,MeadowV,SLvl
975,130000,yes,5,874,864,9858,1968,1,3,Mitchel,1Story
976,86000,yes,4,630,630,1526,1970,1,1,MeadowV,SFoyer
977,160000,yes,5,1404,1188,13383,1969,2,3,Mitchel,1Story
978,80000,yes,4,630,630,1477,1970,1,1,MeadowV,SFoyer
979,97000,no,4,1344,546,1533,1970,1,3,MeadowV,2Story
980,88000,yes,4,1092,546,2217,1970,1,3,MeadowV,2Story
981,131900,yes,5,796,796,7689,1972,1,2,Mitchel,SFoyer
982,131250,yes,6,1091,384,7706,1993,1,2,Mitchel,SLvl
983,165500,yes,5,1110,1097,9101,1978,1,1,Mitchel,SFoyer
984,112000,no,5,833,833,8780,1985,1,3,Mitchel,1Story
985,149000,yes,5,883,828,7669,1992,1,2,Mitchel,SFoyer
986,143000,yes,5,1362,796,14115,1993,1,1,Mitchel,1.5Fin
987,130000,yes,5,1287,624,10429,1992,1,3,Mitchel,2Story
988,196000,yes,6,1567,1567,9819,1977,2,2,Mitchel,1Story
989,173000,yes,5,1632,784,10457,1969,1,4,Mitchel,2Story
990,176500,yes,6,1414,1184,11029,1958,1,3,NAmes,1Story
991,237500,yes,6,2117,1205,12925,1970,2,4,NAmes,1Story
992,206900,yes,6,2112,952,11075,1969,2,4,NAmes,2Story
993,187500,yes,6,1604,926,8702,1997,2,3,Gilbert,2Story
994,165000,yes,6,1470,680,8139,1995,2,3,Gilbert,2Story
995,195500,yes,6,1604,926,9535,1998,2,3,Gilbert,2Story
996,192000,yes,6,1638,943,9042,1998,2,3,Gilbert,2Story
997,173000,yes,6,1636,916,15038,1996,2,3,Gilbert,2Story
998,177900,yes,5,1384,1348,14137,1996,2,3,Gilbert,1Story
999,175000,yes,7,1446,729,21872,1996,2,3,Gilbert,2Story
1000,286000,yes,8,1593,1593,4923,2001,1,0,StoneBr,1Story
1001,247900,yes,8,1682,1664,6264,1997,1,1,StoneBr,1Story
1002,180000,yes,8,1337,1337,5395,1993,2,2,StoneBr,1Story
1003,180000,yes,8,1280,1280,5070,1992,2,2,StoneBr,1Story
1004,181000,yes,6,1604,926,10839,1997,2,3,Gilbert,2Story
1005,183000,yes,6,1633,932,11184,1998,2,3,Gilbert,2Story
1006,188000,yes,6,1658,773,8000,1995,2,3,Gilbert,2Story
1007,194500,yes,7,1895,712,10832,1994,2,3,Gilbert,2Story
1008,185000,yes,6,1709,836,14067,1991,2,3,Gilbert,2Story
1009,189000,yes,8,1228,1228,4671,1988,2,2,StoneBr,1Story
1010,188500,yes,8,1337,1337,5950,1989,2,2,StoneBr,1Story
1011,355000,yes,8,2500,1168,13543,2005,3,5,StoneBr,2Story
1012,325000,yes,9,2504,1122,11198,2005,2,4,StoneBr,2Story
1013,387000,yes,9,1884,1884,15401,2004,2,2,StoneBr,1Story
1014,115000,yes,6,1474,1632,31220,1952,1,3,Gilbert,1Story
1015,334000,yes,9,1710,1710,8118,2007,2,2,StoneBr,1Story
1016,133000,yes,6,1488,1488,47280,1950,2,3,Gilbert,1Story
1017,215000,yes,7,2093,791,20544,1986,2,3,NWAmes,2Story
1018,226500,yes,7,1688,1675,12680,1988,2,2,NWAmes,1Story
1019,175500,yes,6,1422,1422,12090,1981,2,3,NWAmes,1Story
1020,181900,yes,7,1260,1260,10825,1983,2,3,NWAmes,1Story
1021,235000,yes,7,2064,2048,18559,1978,2,3,NWAmes,1Story
1022,220000,yes,7,1782,1782,14450,1979,2,3,NWAmes,1Story
1023,272000,yes,6,2872,1330,12227,1977,2,4,NWAmes,2Story
1024,161000,yes,6,1211,1211,13068,1976,2,3,NWAmes,1Story
1025,175000,yes,5,1126,1126,15611,1977,2,3,NWAmes,1Story
1026,185000,yes,7,2044,738,10400,1980,2,3,NWAmes,2Story
1027,146900,yes,5,1308,720,9743,1969,1,3,NWAmes,2Story
1028,292500,yes,7,2840,1420,12511,1978,2,4,NWAmes,2Story
1029,180000,yes,6,1523,1193,11361,1976,2,3,NWAmes,1Story
1030,159900,yes,6,1444,1444,10400,1976,2,2,NWAmes,1Story
1031,205000,yes,7,1964,803,10480,1976,2,4,NWAmes,2Story
1032,157000,yes,5,1178,1176,10000,1973,1,3,NWAmes,1Story
1033,306000,yes,8,2340,1236,14311,1996,2,4,NWAmes,2Story
1034,133000,yes,5,1792,896,9000,1974,2,4,NAmes,2Story
1035,151000,yes,6,1054,1054,9750,1969,1,3,NAmes,1Story
1036,111900,yes,4,936,936,10295,1969,1,2,NAmes,1Story
1037,123000,yes,5,864,864,7560,1971,1,3,NAmes,1Story
1038,111250,yes,4,864,864,12735,1972,1,3,NAmes,1Story
1039,181000,yes,6,1337,1405,4060,1998,2,2,NAmes,1Story
1040,103400,yes,6,987,483,1680,1973,1,2,BrDale,2Story
1041,100000,yes,6,987,483,1680,1973,1,2,BrDale,2Story
1042,100500,yes,6,987,483,1890,1972,1,2,BrDale,2Story
1043,106000,yes,6,987,483,1869,1970,1,2,BrDale,2Story
1044,85400,yes,6,987,483,1680,1971,1,2,BrDale,2Story
1045,89500,yes,6,987,483,1680,1971,1,2,BrDale,2Story
1046,111750,yes,5,1302,630,1680,1972,2,3,BrDale,2Story
1047,140000,yes,6,1069,1069,4043,1977,2,2,NPkVill,1Story
1048,143000,yes,6,1456,855,2308,1975,2,4,NPkVill,2Story
1049,148500,yes,7,1055,1055,2529,1977,2,2,NPkVill,1Story
1050,110000,yes,5,892,864,9477,1966,1,3,NAmes,1Story
1051,394617,yes,8,1932,1932,12444,2008,2,2,NridgHt,1Story
1052,426000,yes,10,2332,1682,12474,2007,2,3,NridgHt,2Story
1053,385000,yes,10,2084,2078,14803,2007,2,2,NridgHt,1Story
1054,446261,yes,9,2713,1452,14948,2008,2,3,NridgHt,2Story
1055,317500,yes,8,1582,1582,12704,2007,2,3,NridgHt,1Story
1056,372402,yes,8,1710,1710,13891,2007,2,2,NridgHt,1Story
1057,417500,yes,8,2464,2418,13693,2007,2,4,NridgHt,1Story
1058,383000,yes,9,1950,1950,14418,2007,2,2,NridgHt,1Story
1059,390000,yes,9,2748,1850,13418,2006,2,4,NridgHt,2Story
1060,460000,yes,10,2790,1620,12539,2005,2,4,NridgHt,2Story
1061,379000,yes,9,2331,1414,12151,2005,2,3,NridgHt,2Story
1062,250000,yes,8,2088,948,8899,2007,2,4,NridgHt,2Story
1063,316000,yes,8,2332,1148,10574,2004,2,4,NridgHt,2Story
1064,615000,yes,10,2470,2535,12720,2003,1,1,NridgHt,1Story
1065,412500,yes,9,2668,1572,13688,2003,2,3,NridgHt,2Story
1066,284000,yes,7,2046,998,10625,2003,2,3,NridgHt,2Story
1067,284000,yes,8,1575,1603,10845,2003,2,2,NridgHt,1Story
1068,421250,yes,8,2649,1479,16900,2001,2,4,NridgHt,2Story
1069,370000,yes,8,2690,1765,16451,2003,2,4,NridgHt,2Story
1070,336860,yes,9,1866,1858,10110,2008,2,2,NridgHt,1Story
1071,367294,yes,9,1702,1702,8769,2008,1,1,NridgHt,1Story
1072,192000,yes,7,1367,1367,12304,2005,2,2,NridgHt,1Story
1073,274000,yes,8,1518,1518,12677,2003,1,1,NridgHt,1Story
1074,266000,yes,9,1684,1684,8849,2005,2,2,NridgHt,1Story
1075,370967,yes,9,1800,1800,8232,2007,2,2,NridgHt,1Story
1076,234250,yes,8,1342,1342,6240,2006,2,2,NridgHt,1Story
1077,219500,yes,8,1342,1342,6240,2006,2,2,NridgHt,1Story
1078,155000,yes,7,1626,764,2448,2003,2,2,NridgHt,2Story
1079,154000,yes,7,1626,764,2448,2003,2,2,NridgHt,2Story
1080,207000,yes,7,1358,1358,8198,2004,2,2,NridgHt,1Story
1081,195000,yes,7,1455,1415,3940,2003,2,2,Blmngtn,1Story
1082,219990,yes,7,1576,1393,3940,2004,2,2,Blmngtn,1Story
1083,191000,yes,7,1504,1346,3182,2005,2,2,Blmngtn,1Story
1084,159895,yes,7,1266,1266,3182,2007,2,2,Blmngtn,1Story
1085,187687,yes,7,1246,1146,3710,2007,2,2,Blmngtn,1Story
1086,179000,yes,6,1515,789,9024,2004,2,3,Gilbert,2Story
1087,193000,yes,6,1593,839,7415,2004,2,3,Gilbert,2Story
1088,190000,yes,7,1166,856,9587,2005,2,2,Gilbert,SLvl
1089,176000,yes,6,1456,728,8029,2005,2,3,Gilbert,2Story
1090,188000,yes,7,1720,840,8010,2002,2,3,Gilbert,2Story
1091,213000,yes,7,1986,847,8396,2003,2,4,Gilbert,2Story
1092,217300,yes,7,1358,1350,7301,2007,2,2,NridgHt,1Story
1093,186500,yes,6,1792,936,10261,2000,2,3,Gilbert,2Story
1094,226750,yes,7,1892,982,8220,2000,2,3,Gilbert,2Story
1095,184000,yes,7,1490,788,15384,2004,2,3,Gilbert,2Story
1096,176000,yes,7,1414,707,7750,2002,2,3,Gilbert,2Story
1097,225000,yes,7,2322,1037,12460,1999,2,4,Gilbert,2Story
1098,185900,yes,7,1651,831,8390,1999,2,3,Gilbert,2Story
1099,284500,yes,8,2199,1173,9660,1997,2,3,NoRidge,2.5Unf
1100,315000,yes,8,2630,1470,9200,1998,2,4,NoRidge,2Story
1101,250000,yes,8,2198,1145,14260,2000,2,4,NoRidge,2Story
1102,291000,yes,9,2172,1519,11000,2000,2,4,NoRidge,2Story
1103,350000,yes,8,2006,1982,11675,1998,2,2,NoRidge,1Story
1104,279500,yes,7,2125,1064,10990,1996,2,4,NoRidge,2Story
1105,290000,yes,8,2501,1242,11929,1995,2,4,NoRidge,2Story
1106,350000,yes,8,2113,2109,10437,1995,2,2,NoRidge,1Story
1107,341000,yes,7,2418,1311,10542,1993,2,3,NoRidge,2Story
1108,287500,yes,7,2197,1080,10010,1993,2,4,NoRidge,2Story
1109,271000,yes,7,2127,1223,10944,1994,2,3,NoRidge,2Story
1110,301500,yes,8,1987,1986,14303,1994,2,2,NoRidge,1Story
1111,235128,yes,8,1580,1580,11932,2007,2,3,Somerst,1Story
1112,214000,yes,6,1933,894,14598,2007,2,4,Somerst,2Story
1113,232000,yes,8,1574,1574,11957,2006,2,3,Somerst,1Story
1114,240000,yes,7,1578,1578,13253,2006,2,3,Somerst,1Story
1115,264132,yes,9,1506,1498,14587,2008,2,2,Somerst,1Story
1116,245000,yes,8,1563,1563,10206,2007,2,3,Somerst,1Story
1117,227680,yes,7,1428,1417,12274,2008,2,3,Somerst,1Story
1118,257000,yes,8,1861,1341,9801,2007,3,3,Somerst,2Story
1119,297900,yes,8,1874,955,9428,2007,2,3,Somerst,2Story
1120,247000,yes,8,1460,1460,10037,2006,2,3,Somerst,1Story
1121,212700,yes,8,1372,1363,8640,2007,2,3,Somerst,1Story
1122,250580,yes,7,1372,1372,8640,2007,2,3,Somerst,1Story
1123,182000,yes,7,1428,1428,11639,2007,2,3,Somerst,1Story
1124,226700,yes,7,1768,866,9803,2005,2,3,Somerst,2Story
1125,250000,yes,8,1992,1053,9375,2003,2,3,Somerst,2Story
1126,250000,yes,7,1958,1026,10625,2005,2,3,Somerst,2Story
1127,339750,yes,8,2078,1034,10800,2007,2,3,Somerst,2Story
1128,205950,yes,7,1665,813,8125,2007,2,3,Somerst,2Story
1129,256000,yes,8,1660,1660,10625,2007,2,3,Somerst,1Story
1130,230348,yes,7,1218,1218,7500,2007,2,2,Somerst,1Story
1131,207500,yes,6,1728,864,8791,2003,2,3,Somerst,2Story
1132,141000,no,7,1080,1080,7500,2004,1,3,SawyerW,1Story
1133,188000,yes,6,1696,835,10110,2003,2,3,SawyerW,2Story
1134,192500,yes,7,1663,835,12774,2003,2,3,SawyerW,2Story
1135,146000,no,6,1175,1175,13072,2005,1,3,SawyerW,1Story
1136,159000,yes,5,1114,1114,13695,2004,1,3,SawyerW,1Story
1137,155000,yes,6,1114,1114,13695,2003,1,3,SawyerW,1Story
1138,173000,yes,6,1640,798,8366,2004,2,3,SawyerW,2Story
1139,170000,yes,7,1162,1162,9260,2007,2,3,SawyerW,1Story
1140,182000,yes,6,1609,754,8453,1995,2,3,SawyerW,2Story
1141,163000,yes,6,1680,886,8480,1993,2,3,SawyerW,2Story
1142,193500,yes,6,1679,1408,8125,1994,2,3,SawyerW,1Story
1143,189000,yes,7,1657,832,14565,1994,2,3,SawyerW,2Story
1144,190500,yes,6,1677,827,8450,2001,2,3,SawyerW,2Story
1145,175000,yes,7,1737,836,8285,1992,2,3,SawyerW,2Story
1146,179200,yes,6,1294,1278,7153,1991,2,3,SawyerW,1Story
1147,187000,yes,6,1710,832,9291,1993,2,3,SawyerW,2Story
1148,193000,yes,6,1617,1604,8012,1993,2,2,SawyerW,1Story
1149,153900,yes,6,1199,1199,7892,1993,2,2,SawyerW,1Story
1150,128000,yes,5,984,984,9100,1963,1,3,Sawyer,1Story
1151,144000,yes,5,912,912,12968,1962,1,2,Sawyer,1Story
1152,135000,yes,5,864,864,8100,1961,1,3,Sawyer,1Story
1153,115000,yes,5,890,890,8450,1968,1,3,Sawyer,1Story
1154,119916,yes,5,864,864,6360,1963,1,3,Sawyer,1Story
1155,142000,yes,6,912,912,6768,1961,1,3,Sawyer,1Story
1156,192000,yes,6,1430,1430,19508,1974,2,3,Veenker,1Story
1157,140000,yes,5,1641,1001,10759,1972,2,4,Sawyer,1.5Fin
1158,290000,yes,6,2683,930,9205,1990,2,4,NoRidge,2Story
1159,372500,yes,9,2786,1848,11025,1993,2,4,NoRidge,1.5Fin
1160,196000,yes,7,1391,1391,4282,2004,2,2,Somerst,1Story
1161,171900,yes,7,1250,625,4017,2006,2,2,Somerst,2Story
1162,178000,yes,7,1245,1235,3435,2004,2,1,Somerst,1Story
1163,165000,yes,6,1200,600,3180,2005,2,2,Somerst,2Story
1164,146000,yes,7,1392,689,3180,2007,2,2,Somerst,2Story
1165,146000,yes,7,1392,689,3604,2007,2,2,Somerst,2Story
1166,179400,yes,7,1501,744,2280,1999,2,3,Somerst,2Story
1167,172900,yes,6,1549,744,2280,1999,2,3,Somerst,2Story
1168,300000,yes,9,1638,1614,4765,2000,2,2,Somerst,1Story
1169,285000,yes,9,1310,1310,4538,2001,1,1,Somerst,1Story
1170,290000,yes,9,1419,1419,4385,2001,1,2,Somerst,1Story
1171,305000,yes,9,1557,1557,4109,1999,2,2,Somerst,1Story
1172,328900,yes,9,1709,1698,5119,1999,2,2,Somerst,1Story
1173,160000,yes,7,1252,600,2160,1999,2,2,Somerst,2Story
1174,170000,yes,7,1404,672,2160,1999,2,3,Somerst,SLvl
